"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000135519",52.3835980961844,-0.121685402407689,0.361274267334319,-0.336822778177785,0.73625050089451,0.885646036079573,"KCNH3"
"ENSG00000135521",1559.00731198677,0.246155795908583,0.0812927789989599,3.02801551305968,0.0024616545011328,0.0204986481828648,"LTV1"
"ENSG00000135525",1036.63101385013,0.200654008996306,0.113333988783108,1.7704663106873,0.0766494917718456,0.257911063268089,"MAP7"
"ENSG00000135535",19508.5210823113,0.0814590113186429,0.16958492845102,0.48034346013343,0.630983190668147,0.828979895789539,"CD164"
"ENSG00000135537",172.633837460685,0.376983744420297,0.229973223235339,1.63925060107767,0.101161079388905,0.307388019507581,"AFG1L"
"ENSG00000135540",339.492958021655,-0.405337704590042,0.139147415149625,-2.91300922948647,0.00357964021146065,0.0275910836858875,"NHSL1"
"ENSG00000135541",1384.06273895529,0.016238440452593,0.143005637210094,0.113551051338882,0.909593691648047,0.964652853969093,"AHI1"
"ENSG00000135549",40.4128564591085,-0.258380718186904,0.44781226734743,-0.576984457610766,0.563949954938872,0.78775950135193,"PKIB"
"ENSG00000135587",827.454925205679,0.0393691522142076,0.13725722961313,0.286827530507301,0.774244381936762,0.906079891302432,"SMPD2"
"ENSG00000135596",2781.88143970072,0.137228374274637,0.135382220210426,1.01363660650078,0.310756183521171,0.586621752376729,"MICAL1"
"ENSG00000135597",1086.13231697068,0.161842549391256,0.0848457556730879,1.90749140139476,0.0564569834587419,0.21220099924762,"REPS1"
"ENSG00000135604",351.036636426532,0.16812252962569,0.187372819038866,0.897262102839029,0.369579073582642,0.642484891249119,"STX11"
"ENSG00000135605",125.514742304328,-0.0761062316373899,0.205274524567293,-0.370753418125398,0.710821199376943,0.872479082027333,"TEC"
"ENSG00000135617",618.503641108758,-0.298636725556876,0.125332977286387,-2.38274660047761,0.0171840183554393,0.0919408358269159,"PRADC1"
"ENSG00000135622",1095.37621582231,-0.0814751737642945,0.0826674219171456,-0.985577775075095,0.324340348590708,0.599831768337031,"SEMA4F"
"ENSG00000135624",17363.9551659998,0.196526645496779,0.0799742785020945,2.45737316019215,0.0139957224122381,0.0790250548213943,"CCT7"
"ENSG00000135631",3548.06336695346,0.0467233273736274,0.100324549959259,0.465721773908792,0.641414664736641,0.835608200179679,"RAB11FIP5"
"ENSG00000135632",1888.21618563798,-0.104503023415087,0.0929894656077023,-1.12381572183625,0.261091210379851,0.534190208783786,"SMYD5"
"ENSG00000135636",3249.5608516947,-0.0906620668204647,0.109873849308761,-0.825146906118596,0.409288192281594,0.675220793212507,"DYSF"
"ENSG00000135637",2219.44532308055,0.0242814091410298,0.130558437776969,0.185981155676122,0.852459539100367,0.940038100852177,"CCDC142"
"ENSG00000135638",37.9308420160792,0.167509071815423,0.735285160596445,0.22781511281901,0.81978997727537,0.925839974142251,"EMX1"
"ENSG00000135643",39.615780931981,-0.682205225012417,0.466981113033857,-1.46088397575719,0.144047284890721,0.381130834168726,"KCNMB4"
"ENSG00000135655",2268.99540725966,0.313612807934783,0.141472161335405,2.21678106119594,0.0266380563059423,0.1256138666296,"USP15"
"ENSG00000135677",22002.094710904,0.175595835933462,0.0921059728112801,1.90645438698365,0.0565912782154277,0.212452654446458,"GNS"
"ENSG00000135678",1327.11231713024,0.218028889801242,0.173837825021898,1.25420856924422,0.209766205989134,0.475751160652072,"CPM"
"ENSG00000135679",13553.4583050393,0.13935083824421,0.152321125201176,0.914849060234843,0.360270875264127,0.633734754600243,"MDM2"
"ENSG00000135686",2835.10641177621,-0.101541235175756,0.089212097445834,-1.13820028990359,0.255036857670161,0.528281344138803,"KLHL36"
"ENSG00000135697",144.10356454457,-0.238846503115735,0.264794146377375,-0.902008244454692,0.367052488194727,0.640186824400143,"BCO1"
"ENSG00000135698",977.250900612964,0.0317066183131959,0.147618758761945,0.214787189508395,0.829933241103422,0.930368082571989,"MPHOSPH6"
"ENSG00000135709",602.157175567475,-0.861354741925888,0.15927538856347,-5.40795881708142,6.37470773528805e-08,1.74488293940297e-06,"KIAA0513"
"ENSG00000135720",6318.85391644201,0.195300507872314,0.113708474434099,1.71755455206201,0.0858778960619813,0.278001286104374,"DYNC1LI2"
"ENSG00000135722",805.538508127789,-0.0376722391040262,0.15076632299476,-0.249871711107099,0.802686560674097,0.918868450416577,"FBXL8"
"ENSG00000135723",3158.20499050796,-0.126296112872723,0.11426853010377,-1.10525717586487,0.269048168309248,0.542046255169212,"FHOD1"
"ENSG00000135736",518.257096592433,-0.079692919823995,0.127515634085681,-0.62496587493301,0.531993455366313,0.766188276733075,"CCDC102A"
"ENSG00000135740",714.851308647302,-0.0514647134649573,0.118799351175333,-0.433207024750512,0.664864375952372,0.848096688581376,"SLC9A5"
"ENSG00000135744",1638.51483449283,-0.296821179858368,0.0966102864739051,-3.07235586076583,0.00212376373183122,0.0180551031366648,"AGT"
"ENSG00000135747",122.201965958162,-0.185089200831531,0.214683427057945,-0.862149460570956,0.388605276759725,0.658570024393646,"ZNF670-ZNF695"
"ENSG00000135749",1310.81679431437,-0.147105620705054,0.0939637533402745,-1.56555709489738,0.11745234109676,0.33645374438296,"PCNX2"
"ENSG00000135750",1075.15608962767,-0.242906663310858,0.109669440977393,-2.21489834493575,0.0267670427433303,0.126063916679832,"KCNK1"
"ENSG00000135763",897.001387859624,0.0786031761680827,0.0997870340605571,0.787709314221939,0.430866756145349,0.69330564231596,"URB2"
"ENSG00000135766",3263.05688023841,0.262829352597668,0.122453033915183,2.14636864595546,0.0318435787799998,0.143243208199734,"EGLN1"
"ENSG00000135775",1629.2821372286,0.0705389308329776,0.0907222743829452,0.777526041016429,0.436848476735848,0.697786929257283,"COG2"
"ENSG00000135776",1214.51982627486,-0.1072572824264,0.16084002681454,-0.666856904656424,0.504863540508768,0.74785052204311,"ABCB10"
"ENSG00000135778",2569.43427578189,0.247806812809722,0.0623104436803886,3.97697076401522,6.9798742655938e-05,0.00101185757554754,"NTPCR"
