"","Gene","EffectSize","Avg","t_stat","p.value","q.value","log_odds","min_samples"
"114","ALDH1A3",-1.27194709555288,3.45431146687887,-16.915275678123,6.75833951959426e-06,0.00114438892538584,4.82098802458581,4
"115","TNFRSF10A",-1.21169883604778,2.18609213469183,-16.8875322413703,6.81772541837403e-06,0.00114438892538584,4.81226617125275,4
"116","SCD",-1.38805230162996,3.00565365521016,-16.879032442927,6.83604281089437e-06,0.00114438892538584,4.80959040379597,4
"117","LATS2",-1.34624259320019,3.16264470036243,-16.8250058503963,6.95384128813798e-06,0.00115415935020813,4.79254259098951,4
"118","TNFSF10",1.88127309817736,4.42470600826255,16.6737281626411,7.29666673786877e-06,0.00117658031348624,4.74443669988932,4
"119","HNRNPD",-1.14715682614129,2.98932863742253,-16.628046178014,7.4040911135023e-06,0.00117658031348624,4.72980150543896,4
"120","CMTR1",-1.10327982126648,3.47732141235563,-16.6221308982501,7.41813752487625e-06,0.00117658031348624,4.72790271423594,4
"121","NO_SITE_327",-1.16244483731838,3.53798661352023,-16.6110159531008,7.44461630531149e-06,0.00117658031348624,4.72433253899897,4
"122","SPRED1",-1.05707976665037,4.08331099483516,-16.605461722196,7.45788980930618e-06,0.00117658031348624,4.72254736507698,4
"123","UBQLNL",-1.04369687858722,3.93972029601978,-16.6004508695537,7.46988874537899e-06,0.00117658031348624,4.72093619200653,4
"124","GABRQ",-1.0982174278799,3.69464487791861,-16.582503823025,7.51305210733269e-06,0.00117658031348624,4.71516053074471,4
"125","PEA15",-1.20716752171698,3.13813352356487,-16.5287196518141,7.64418109984082e-06,0.00118236569591921,4.69780467964295,4
"126","MYRF",-1.21357600754031,3.20275558307557,-16.4848600826114,7.75311830733762e-06,0.00118236569591921,4.68359882697371,4
"127","VPS37C",-1.08571280265322,3.38093645313009,-16.473751442687,7.78100009923178e-06,0.00118236569591921,4.6799932732618,4
"128","GCM1",-1.14843073935086,3.3812728019202,-16.4687694868093,7.79354287438377e-06,0.00118236569591921,4.67837527887827,4
"129","SLC22A17",-1.17894514362726,3.00746881942459,-16.380365641312,8.02013504429991e-06,0.00120731009631984,4.64956184356135,4
"130","GNPNAT1",-1.08502478155103,3.71645157259045,-16.3506040064774,8.09816367236376e-06,0.00120967877195101,4.63981781111024,4
"131","CHMP4C",-1.09702502562852,3.68871411295194,-16.1900338325736,8.5349495850797e-06,0.0012494105222496,4.58686192461649,4
"132","NR2F1",-1.04029559178951,3.71975755701708,-16.134881093253,8.69135887187568e-06,0.0012494105222496,4.56852143976479,4
"133","CSRP1",-1.23866471136642,3.29679212771026,-16.1207112710247,8.73208865359499e-06,0.0012494105222496,4.56379682264209,4
"134","GPR32",-1.01018237384908,3.65635647797156,-16.0654210542769,8.89318660347452e-06,0.0012494105222496,4.54531207430404,4
"135","HEBP1",-1.35117002536731,3.43416579827259,-16.059168030346,8.91162599566719e-06,0.0012494105222496,4.54321658186811,4
"136","SMYD1",-1.23371083711489,3.27131658865953,-16.0475972948096,8.94586590675473e-06,0.0012494105222496,4.539336366365,4
"137","ISG20",-1.63403214946634,3.01765164549218,-16.0460759991945,8.95037924688286e-06,0.0012494105222496,4.5388259459352,4
"138","ARHGEF28",-1.38151644990583,3.43304910756906,-16.0351192861311,8.98296490676744e-06,0.0012494105222496,4.53514801079706,4
"139","PSKH2",-1.04942280919138,3.31515554506788,-16.0289341926477,9.00142147704735e-06,0.0012494105222496,4.53307043122466,4
"140","C8orf58",-1.13301918356236,3.11734176887009,-16.0268861552954,9.00754277331189e-06,0.0012494105222496,4.53238227436223,4
"141","MEIS1",-1.15161219840691,3.83284108234984,-15.9219793804917,9.32777538236847e-06,0.0012741619607459,4.49698648154761,4
"142","SEC14L2",-1.4393492156241,2.93138850115631,-15.910106693526,9.3648578210793e-06,0.0012741619607459,4.49296245300556,4
"143","GOLGA8K",-1.04207078790832,3.39887526778009,-15.8826506106921,9.4512815384634e-06,0.0012741619607459,4.48364250314733,4
"144","FAM214B",-1.01074102065916,3.44663793054807,-15.8638442144555,9.51102240931804e-06,0.0012741619607459,4.4772472045607,4
"145","SLC4A1",-1.05091608955457,3.65803971638057,-15.8628924685205,9.51405758834929e-06,0.0012741619607459,4.47692330551522,4
"146","PLEKHG3",-0.999079488919328,3.76850012256705,-15.7776547505697,9.7905861185343e-06,0.00128899981563305,4.44781764104902,4
"147","KCND1",-1.04448371252283,3.45357483089541,-15.7763120396793,9.79501751810607e-06,0.00128899981563305,4.44735760509364,4
"148","KRT81",-1.28441218649679,2.47664619082027,-15.7675524270872,9.8239854119003e-06,0.00128899981563305,4.4443552280928,4
"149","NTS",-0.996068315086013,3.72700036518404,-15.6748856744962,1.01367141024274e-05,0.00131522915738142,4.4124674242218,4
"150","HHATL",-0.982663148266299,3.96158359187023,-15.6683103337121,1.01593477319745e-05,0.00131522915738142,4.41019597787739,4
"151","NAGS",-0.980403180085506,3.57566167479576,-15.6132797927795,1.03511325561418e-05,0.00133118306693853,4.39113979588731,4
"152","KLF10",-1.06907840241574,3.19317323770425,-15.4920001724932,1.0789104970155e-05,0.00137477136627598,4.34885095942449,4
"153","PROP1",-0.95923192101462,3.77889677544508,-15.4550812138254,1.09267498852405e-05,0.00137477136627598,4.33589741782186,4
"154","NOS2",-0.977069603089301,3.7258110336981,-15.4547793843632,1.09278837134074e-05,0.00137477136627598,4.33579136123718,4
"155","CDSN",-0.969648942200476,3.73036063192923,-15.4427326837183,1.09732510310921e-05,0.00137477136627598,4.33155633966462,4
"156","ZNF280C",-1.01230293851096,4.10763396656929,-15.4189570923094,1.10634432079639e-05,0.00137718592086827,4.32318620100232,4
"157","USP17L26",-1.05980952565309,4.8727123738055,-15.371939231432,1.12443952725563e-05,0.00139079561654631,4.30658733057476,4
"158","ZNF622",-1.21984506381137,3.27284197886745,-15.3238905474592,1.14329368524259e-05,0.00139672319197088,4.28956065087058,4
"159","PTPN22",-1.23524388320536,3.5291427773306,-15.323074747228,1.14361701180993e-05,0.00139672319197088,4.28927100171941,4
"160","PGBD4",-1.00108593256857,3.95368784008596,-15.2776422817757,1.16179495705806e-05,0.00140737603024741,4.27311063821843,4
"161","KLHL21",-0.955358395498956,2.82752612820406,-15.2651959811086,1.16683423899188e-05,0.00140737603024741,4.2686733057982,4
"162","ERAS",-0.994182925489004,3.45669702253449,-15.2251550979497,1.18322206779841e-05,0.0014155179956108,4.2543682103696,4
"163","LRIG1",-1.19153642748096,2.99233151146528,-15.213210364739,1.18816331059561e-05,0.0014155179956108,4.25009198367151,4
"164","CHD8",-1.17532413058254,3.4684933551467,-15.1781054720506,1.2028270142022e-05,0.0014235315421752,4.23750084442617,4
"165","CST5",-1.0187335516952,3.91026162745626,-15.162176905512,1.20955097821159e-05,0.0014235315421752,4.23177609526878,4
"166","AFF2",-1.12171283294536,3.00230777285125,-15.1090527622441,1.23229951276755e-05,0.00144156772520681,4.21263055472592,4
"167","HOXA6",-0.947140705373999,3.85906393819635,-15.0536710639917,1.25655466787484e-05,0.00146070947640412,4.1925847441678,4
"168","PDE3A",-1.09279040952259,3.51645208703789,-15.0351023644644,1.26481297333004e-05,0.00146070947640412,4.18584376578255,4
"169","MAGEA12",-1.04659038390964,3.75035225714786,-15.0207752146837,1.27122870133527e-05,0.00146070947640412,4.18063573901462,4
"170","RNF112",-0.969679935492591,3.38373661218768,-14.9712255464695,1.29371536621931e-05,0.00146946851278842,4.16257788173056,4
"171","CRABP2",-0.988720780157338,4.01434319376564,-14.9706356964674,1.29398586789649e-05,0.00146946851278842,4.16236248447734,4
"172","SMAD9",-1.11066784504906,3.60428549940955,-14.9022552880093,1.32580234389588e-05,0.00149045773727901,4.13732250283211,4
"173","PLXNA4",-0.940250141945453,3.7731436618105,-14.89734079128,1.3281243632322e-05,0.00149045773727901,4.13551757166929,4
"174","HAP1",-0.961325788039531,3.89337312375735,-14.8716429122567,1.34034467995433e-05,0.00149045773727901,4.12606795605647,4
"175","TMEM171",-0.929531085621059,3.58517196865211,-14.8657418013921,1.34316959690935e-05,0.00149045773727901,4.12389523856444,4
"176","NRXN2",-0.94429564656652,3.54388392979658,-14.8289291461093,1.3609517295811e-05,0.0014977399627741,4.11031790345674,4
"177","C2orf78",-0.967848159039347,3.40329557765979,-14.8203049417957,1.36515769818743e-05,0.0014977399627741,4.1071312692319,4
"178","FOXA3",-1.28662827745686,3.68553881065738,-14.8031879330264,1.37355109938029e-05,0.00149848251679022,4.10079997706397,4
"179","NO_SITE_179",-1.1635252973184,2.57732123234574,-14.7729028496859,1.38855127988558e-05,0.00150019793021221,4.08957656419746,4
"180","ATF5",-1.17927845133935,3.42402304052024,-14.7202657674245,1.41508519430096e-05,0.00150019793021221,4.07000413144715,4
"181","TANC1",-1.07157396821739,3.35233540640389,-14.7185753835984,1.41594717505993e-05,0.00150019793021221,4.06937419991209,4
"182","NFE2",-0.946612178091786,3.46390636249202,-14.701764178003,1.42455357298776e-05,0.00150019793021221,4.06310470491774,4
"183","SMARCA2",-0.96246712935304,3.4203466492269,-14.7009235655677,1.42498553844586e-05,0.00150019793021221,4.06279098633593,4
"184","PRMT5",-1.17272251162599,3.32997021971829,-14.6903430387964,1.43043579784745e-05,0.00150019793021221,4.05884047891632,4
"185","GOLGA6L10",-1.13150531602429,3.66640905052055,-14.6891198843566,1.43106745701123e-05,0.00150019793021221,4.05838356457401,4
"186","LHX9",-0.964815859452196,3.47225145118673,-14.6552489126138,1.44869057607607e-05,0.00150019793021221,4.04571288769352,4
"187","ROBO2",-0.989445887293425,3.35220223287446,-14.646136167692,1.45347561061415e-05,0.00150019793021221,4.04229797773263,4
"188","PML",-0.984186160243154,3.45595158153882,-14.6421294290368,1.4555854236203e-05,0.00150019793021221,4.04079569197143,4
"189","C9",-0.90201770484546,3.72161508813965,-14.6127022059903,1.47119208892159e-05,0.00150019793021221,4.02974724592036,4
"190","ANXA2R",-1.03069133383126,3.17472886323227,-14.6053453653913,1.47512458876202e-05,0.00150019793021221,4.02698098630233,4
"191","XCR1",-1.30481426752556,3.4840807743266,-14.5969053143256,1.47965139933007e-05,0.00150019793021221,4.02380538572022,4
"192","RASSF2",-0.994664147700804,3.58745150404978,-14.5749194529843,1.49152070753864e-05,0.00150019793021221,4.01552286816242,4
"193","PKP4",-2.5079189828913,1.7137324525309,-14.56399471615,1.49746033393494e-05,0.00150019793021221,4.01140177813303,4
"194","PLK4",-1.52966296856433,3.06710652945808,-14.5616658726333,1.49873010176203e-05,0.00150019793021221,4.0105228041663,4
"195","ANO10",-0.937396070107208,3.82005543425137,-14.5454691871725,1.50759635479649e-05,0.00150133403147657,4.00440507949685,4
"196","DDA1",-0.898083155286632,3.87247292583634,-14.5037967028282,1.53069447801093e-05,0.00151655898308644,3.98862755447987,4
"197","GRSF1",-1.10791045089425,3.54943775383432,-14.4681702340615,1.55077326789216e-05,0.00152024122948947,3.97509643503245,4
"198","ZNF611",-1.05874328875857,3.43123305671798,-14.4562207166595,1.55757744297159e-05,0.00152024122948947,3.97054910676651,4
"199","LCE2B",-1.09315927471971,3.57577966561523,-14.4450389878763,1.56397637142363e-05,0.00152024122948947,3.96628992567987,4
"200","FXR2",-1.09885968834654,3.20852852858603,-14.4369034670393,1.56865156519637e-05,0.00152024122948947,3.96318860941793,4
"201","PRR34",-1.19930812636325,3.5665710349208,-14.4284028807436,1.57355418470253e-05,0.00152024122948947,3.95994591852955,4
"202","S100A10",-0.997964816935614,3.51840844351853,-14.3835223685708,1.59974037494766e-05,0.00152525501092265,3.94278797676901,4
"203","KRT34",-0.934727060626727,3.21602128577814,-14.3822566406482,1.60048630873483e-05,0.00152525501092265,3.94230316880136,4
"204","SAMD9",-0.891893068512844,3.56434883513194,-14.3791699206877,1.60230713336536e-05,0.00152525501092265,3.94112066043373,4
"205","ROCK2",-0.948149706611174,3.30013081931064,-14.3443035909762,1.62304517573727e-05,0.00152968582472084,3.92774268420733,4
"206","ANGPTL7",-1.16944856474731,3.7018013036524,-14.3359359942061,1.62806915735591e-05,0.00152968582472084,3.92452638446374,4
"207","SLC35C1",-0.901261666512603,3.69213698315926,-14.3231309583773,1.63579300529749e-05,0.00152968582472084,3.91960015323016,4
"208","NO_SITE_395",-1.09834749241803,2.94832972941112,-14.3187081511252,1.63847083548038e-05,0.00152968582472084,3.91789744654986,4
"209","UBR3",-0.939037533924341,3.7071264216158,-14.2722843268663,1.66689309452022e-05,0.00153130419157218,3.89998757947224,4
"210","CCNF",-0.899365331555582,3.78887003833062,-14.2680917738441,1.66948845756421e-05,0.00153130419157218,3.8983667562355,4
"211","MIR1-1HG",-1.01708976616586,3.4655923354216,-14.2195145138721,1.69991030834612e-05,0.00153130419157218,3.87954604258595,4
"212","PIK3IP1",-0.882259317774824,3.73646073740727,-14.2131159041222,1.70396606612781e-05,0.00153130419157218,3.87706133997435,4
"213","HMGN2",-0.937402370025468,3.8611374011459,-14.2108655832022,1.7053951457512e-05,0.00153130419157218,3.87618718489446,4
